response_id,call_timestamp,calling_source,matched_spot_time,matched_end_time,matched_tfn,station,creative,impressions,attribution_window,attribution_status,weight
112,2024-07-01 13:28:44,800-595-7321,2024-07-01 13:27:51,2024-07-01 13:57:51,800-595-7321,Station B,Creative 1,763.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
112,2024-07-01 13:28:44,800-595-7321,2024-07-01 13:27:51,2024-07-01 13:57:51,800-595-7321,Station B,Creative 1,763.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
113,2024-07-01 13:33:07,800-616-0332,2024-07-01 13:33:07,2024-07-01 14:03:07,800-616-0332,Station B,Creative 3,498.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
113,2024-07-01 13:33:07,800-616-0332,2024-07-01 13:33:07,2024-07-01 14:03:07,800-616-0332,Station B,Creative 3,498.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
114,2024-07-01 13:40:23,800-811-6952,2024-07-01 13:40:23,2024-07-01 14:40:23,800-811-6952,Station B,Creative 3,735.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
114,2024-07-01 13:40:23,800-811-6952,2024-07-01 13:40:23,2024-07-01 14:40:23,800-811-6952,Station B,Creative 3,735.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
115,2024-07-01 13:44:41,800-916-5983,2024-07-01 08:46:16,2024-07-01 09:16:16,800-916-5983,Station A,Creative 2,878.0,30 minutes,Attributed (TFN only),
116,2024-07-01 14:43:31,800-916-5983,2024-07-01 08:46:16,2024-07-01 09:16:16,800-916-5983,Station A,Creative 2,878.0,30 minutes,Attributed (TFN only),
117,2024-07-01 15:19:11,800-731-9402,2024-07-01 08:38:02,2024-07-01 09:08:02,800-731-9402,Station A,Creative 2,585.0,30 minutes,Attributed (TFN only),
118,2024-07-01 14:44:36,800-679-0284,2024-07-01 14:44:36,2024-07-01 15:44:36,800-679-0284,Station C,Creative 3,313.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
118,2024-07-01 14:44:36,800-679-0284,2024-07-01 14:44:36,2024-07-01 15:44:36,800-679-0284,Station C,Creative 3,313.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
119,2024-07-01 15:20:26,800-731-9402,2024-07-01 08:38:02,2024-07-01 09:08:02,800-731-9402,Station A,Creative 2,585.0,30 minutes,Attributed (TFN only),
120,2024-07-01 15:19:01,800-731-9402,2024-07-01 08:38:02,2024-07-01 09:08:02,800-731-9402,Station A,Creative 2,585.0,30 minutes,Attributed (TFN only),
121,2024-07-01 15:20:56,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
122,2024-07-01 15:21:47,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
123,2024-07-01 15:20:38,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
124,2024-07-01 14:54:42,800-470-6186,2024-07-01 14:54:42,2024-07-01 15:54:42,800-470-6186,Station C,Creative 3,686.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
124,2024-07-01 14:54:42,800-470-6186,2024-07-01 14:54:42,2024-07-01 15:54:42,800-470-6186,Station C,Creative 3,686.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
125,2024-07-01 14:19:52,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
126,2024-07-01 15:20:07,800-731-9402,2024-07-01 08:38:02,2024-07-01 09:08:02,800-731-9402,Station A,Creative 2,585.0,30 minutes,Attributed (TFN only),
127,2024-07-01 15:44:25,800-916-5983,2024-07-01 08:46:16,2024-07-01 09:16:16,800-916-5983,Station A,Creative 2,878.0,30 minutes,Attributed (TFN only),
128,2024-07-01 15:36:33,800-358-5685,2024-07-01 15:36:33,2024-07-01 16:06:33,800-358-5685,Station B,Creative 3,469.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
128,2024-07-01 15:36:33,800-358-5685,2024-07-01 15:36:33,2024-07-01 16:06:33,800-358-5685,Station B,Creative 3,469.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
129,2024-07-01 15:20:47,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
130,2024-07-01 15:30:01,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
131,2024-07-01 15:28:47,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
132,2024-07-01 15:26:39,800-314-0253,2024-07-01 09:11:51,2024-07-01 09:41:51,800-314-0253,Station B,Creative 2,955.0,30 minutes,Attributed (TFN only),
133,2024-07-01 15:30:20,800-983-6930,2024-07-01 15:29:31,2024-07-01 15:59:31,800-983-6930,Station C,Creative 2,916.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
133,2024-07-01 15:30:20,800-983-6930,2024-07-01 15:29:31,2024-07-01 15:59:31,800-983-6930,Station C,Creative 2,916.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
134,2024-07-01 15:22:04,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
135,2024-07-01 15:20:34,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
136,2024-07-01 15:21:36,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
137,2024-07-01 15:43:53,800-916-5983,2024-07-01 08:46:16,2024-07-01 09:16:16,800-916-5983,Station A,Creative 2,878.0,30 minutes,Attributed (TFN only),
138,2024-07-01 15:45:11,800-916-5983,2024-07-01 08:46:16,2024-07-01 09:16:16,800-916-5983,Station A,Creative 2,878.0,30 minutes,Attributed (TFN only),
139,2024-07-01 15:46:08,800-694-1143,2024-07-01 10:24:38,2024-07-01 11:24:38,800-694-1143,Station A,Creative 2,603.0,60 minutes,Attributed (TFN only),
140,2024-07-01 15:20:08,800-731-9402,2024-07-01 08:38:02,2024-07-01 09:08:02,800-731-9402,Station A,Creative 2,585.0,30 minutes,Attributed (TFN only),
141,2024-07-01 15:20:16,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
142,2024-07-01 15:20:41,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
143,2024-07-01 15:24:18,800-679-0284,2024-07-01 14:44:36,2024-07-01 15:44:36,800-679-0284,Station C,Creative 3,313.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
143,2024-07-01 15:24:18,800-679-0284,2024-07-01 14:44:36,2024-07-01 15:44:36,800-679-0284,Station C,Creative 3,313.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
144,2024-07-01 15:21:10,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
145,2024-07-01 15:21:54,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
146,2024-07-01 15:29:31,800-983-6930,2024-07-01 15:29:31,2024-07-01 15:59:31,800-983-6930,Station C,Creative 2,916.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
146,2024-07-01 15:29:31,800-983-6930,2024-07-01 15:29:31,2024-07-01 15:59:31,800-983-6930,Station C,Creative 2,916.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
147,2024-07-01 15:21:01,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
148,2024-07-01 13:21:15,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
149,2024-07-01 16:01:06,800-489-2105,2024-07-01 16:01:06,2024-07-01 16:31:06,800-489-2105,Station A,Creative 1,119.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
149,2024-07-01 16:01:06,800-489-2105,2024-07-01 16:01:06,2024-07-01 16:31:06,800-489-2105,Station A,Creative 1,119.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
150,2024-07-01 15:20:21,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
151,2024-07-01 15:21:07,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
152,2024-07-01 15:19:54,800-731-9402,2024-07-01 08:38:02,2024-07-01 09:08:02,800-731-9402,Station A,Creative 2,585.0,30 minutes,Attributed (TFN only),
153,2024-07-01 14:18:42,800-394-0619,2024-07-01 13:20:21,2024-07-01 13:50:21,800-394-0619,Station C,Creative 3,534.0,30 minutes,Attributed (TFN only),
154,2024-07-01 15:19:22,800-731-9402,2024-07-01 08:38:02,2024-07-01 09:08:02,800-731-9402,Station A,Creative 2,585.0,30 minutes,Attributed (TFN only),
155,2024-07-01 14:47:42,800-530-0636,2024-07-01 14:47:42,2024-07-01 15:17:42,800-530-0636,Station C,Creative 3,146.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
155,2024-07-01 14:47:42,800-530-0636,2024-07-01 14:47:42,2024-07-01 15:17:42,800-530-0636,Station C,Creative 3,146.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
156,2024-07-01 15:25:01,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
157,2024-07-01 10:45:30,800-916-5983,2024-07-01 08:46:16,2024-07-01 09:16:16,800-916-5983,Station A,Creative 2,878.0,30 minutes,Attributed (TFN only),
158,2024-07-01 10:54:48,800-613-5285,2024-07-01 10:54:48,2024-07-01 11:54:48,800-613-5285,Station B,Creative 1,540.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
158,2024-07-01 10:54:48,800-613-5285,2024-07-01 10:54:48,2024-07-01 11:54:48,800-613-5285,Station B,Creative 1,540.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
159,2024-07-01 07:14:22,800-901-3114,2024-07-01 07:11:15,2024-07-01 08:11:15,800-901-3114,Station A,Creative 1,829.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
159,2024-07-01 07:14:22,800-901-3114,2024-07-01 07:11:15,2024-07-01 08:11:15,800-901-3114,Station A,Creative 1,829.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
160,2024-07-01 08:05:31,800-325-9146,2024-07-01 08:05:31,2024-07-01 08:35:31,800-325-9146,Station B,Creative 3,750.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
160,2024-07-01 08:05:31,800-325-9146,2024-07-01 08:05:31,2024-07-01 08:35:31,800-325-9146,Station B,Creative 3,750.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
161,2024-07-01 08:38:21,800-731-9402,2024-07-01 08:38:02,2024-07-01 09:08:02,800-731-9402,Station A,Creative 2,585.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
161,2024-07-01 08:38:21,800-731-9402,2024-07-01 08:38:02,2024-07-01 09:08:02,800-731-9402,Station A,Creative 2,585.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
162,2024-07-01 08:46:08,800-836-5308,2024-07-01 08:46:08,2024-07-01 09:16:08,800-836-5308,Station C,Creative 2,878.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
162,2024-07-01 08:46:08,800-836-5308,2024-07-01 08:46:08,2024-07-01 09:16:08,800-836-5308,Station C,Creative 2,878.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
163,2024-07-01 09:11:51,800-314-0253,2024-07-01 09:11:51,2024-07-01 09:41:51,800-314-0253,Station B,Creative 2,955.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
163,2024-07-01 09:11:51,800-314-0253,2024-07-01 09:11:51,2024-07-01 09:41:51,800-314-0253,Station B,Creative 2,955.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
164,2024-07-01 09:28:02,800-915-5028,2024-07-01 09:28:02,2024-07-01 10:28:02,800-915-5028,Station C,Creative 1,496.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
164,2024-07-01 09:28:02,800-915-5028,2024-07-01 09:28:02,2024-07-01 10:28:02,800-915-5028,Station C,Creative 1,496.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
165,2024-07-01 10:44:57,800-916-5983,2024-07-01 08:46:16,2024-07-01 09:16:16,800-916-5983,Station A,Creative 2,878.0,30 minutes,Attributed (TFN only),
166,2024-07-01 11:24:11,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
167,2024-07-01 11:43:34,800-571-2781,2024-07-01 11:43:34,2024-07-01 12:13:34,800-571-2781,Station A,Creative 3,646.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
167,2024-07-01 11:43:34,800-571-2781,2024-07-01 11:43:34,2024-07-01 12:13:34,800-571-2781,Station A,Creative 3,646.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
168,2024-07-01 11:20:57,800-524-2985,2024-07-01 11:20:57,2024-07-01 11:50:57,800-524-2985,Station C,Creative 1,217.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
168,2024-07-01 11:20:57,800-524-2985,2024-07-01 11:20:57,2024-07-01 11:50:57,800-524-2985,Station C,Creative 1,217.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
169,2024-07-01 11:23:47,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
170,2024-07-01 11:36:43,800-314-5042,2024-07-01 11:36:43,2024-07-01 12:36:43,800-314-5042,Station C,Creative 2,566.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
170,2024-07-01 11:36:43,800-314-5042,2024-07-01 11:36:43,2024-07-01 12:36:43,800-314-5042,Station C,Creative 2,566.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
171,2024-07-01 12:22:15,800-313-4348,2024-07-01 12:22:15,2024-07-01 12:52:15,800-313-4348,Station C,Creative 3,954.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
171,2024-07-01 12:22:15,800-313-4348,2024-07-01 12:22:15,2024-07-01 12:52:15,800-313-4348,Station C,Creative 3,954.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
172,2024-07-01 09:52:35,800-834-3983,2024-07-01 09:06:01,2024-07-01 10:06:01,800-834-3983,Station B,Creative 1,769.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
172,2024-07-01 09:52:35,800-834-3983,2024-07-01 09:06:01,2024-07-01 10:06:01,800-834-3983,Station B,Creative 1,769.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
173,2024-07-01 09:57:14,800-815-1715,2024-07-01 08:28:53,2024-07-01 09:28:53,800-815-1715,Station B,Creative 2,219.0,60 minutes,Attributed (TFN only),
174,2024-07-01 10:24:48,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
174,2024-07-01 10:24:48,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
175,2024-07-01 10:44:27,800-916-5983,2024-07-01 08:46:16,2024-07-01 09:16:16,800-916-5983,Station A,Creative 2,878.0,30 minutes,Attributed (TFN only),
176,2024-07-01 10:21:06,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
176,2024-07-01 10:21:06,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
177,2024-07-01 11:23:14,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
178,2024-07-01 11:23:55,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
179,2024-07-01 11:25:47,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
180,2024-07-01 11:24:57,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
181,2024-07-01 11:44:25,800-916-5983,2024-07-01 08:46:16,2024-07-01 09:16:16,800-916-5983,Station A,Creative 2,878.0,30 minutes,Attributed (TFN only),
182,2024-07-01 11:29:15,800-616-2641,2024-07-01 11:29:15,2024-07-01 11:59:15,800-616-2641,Station B,Creative 2,859.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
182,2024-07-01 11:29:15,800-616-2641,2024-07-01 11:29:15,2024-07-01 11:59:15,800-616-2641,Station B,Creative 2,859.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
183,2024-07-01 11:53:37,800-513-0561,2024-07-01 11:53:37,2024-07-01 12:53:37,800-513-0561,Station B,Creative 2,803.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
183,2024-07-01 11:53:37,800-513-0561,2024-07-01 11:53:37,2024-07-01 12:53:37,800-513-0561,Station B,Creative 2,803.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
184,2024-07-01 10:33:29,800-325-9146,2024-07-01 08:05:31,2024-07-01 08:35:31,800-325-9146,Station B,Creative 3,750.0,30 minutes,Attributed (TFN only),
185,2024-07-01 12:20:31,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
186,2024-07-01 12:21:13,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
187,2024-07-01 12:37:51,800-755-0598,2024-07-01 00:17:16,2024-07-01 00:47:16,800-755-0598,Station A,Creative 2,897.0,30 minutes,Attributed (TFN only),
188,2024-07-01 12:39:19,800-524-2985,2024-07-01 11:20:57,2024-07-01 11:50:57,800-524-2985,Station C,Creative 1,217.0,30 minutes,Attributed (TFN only),
189,2024-07-01 12:44:45,800-913-9807,2024-07-01 09:42:24,2024-07-01 10:12:24,800-913-9807,Station B,Creative 2,628.0,30 minutes,Attributed (TFN only),
190,2024-07-01 12:40:01,800-524-2985,2024-07-01 11:20:57,2024-07-01 11:50:57,800-524-2985,Station C,Creative 1,217.0,30 minutes,Attributed (TFN only),
191,2024-07-01 12:22:45,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
192,2024-07-01 13:05:58,800-970-4396,2024-07-01 13:05:58,2024-07-01 13:35:58,800-970-4396,Station A,Creative 1,140.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
192,2024-07-01 13:05:58,800-970-4396,2024-07-01 13:05:58,2024-07-01 13:35:58,800-970-4396,Station A,Creative 1,140.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
193,2024-07-01 12:43:05,800-687-1712,2024-07-01 12:43:05,2024-07-01 13:13:05,800-687-1712,Station B,Creative 1,196.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
193,2024-07-01 12:43:05,800-687-1712,2024-07-01 12:43:05,2024-07-01 13:13:05,800-687-1712,Station B,Creative 1,196.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
194,2024-07-01 13:22:40,800-485-3671,2024-07-01 10:21:06,2024-07-01 11:21:06,800-485-3671,Station B,Creative 2,287.0,60 minutes,Attributed (TFN only),
195,2024-07-01 13:20:21,800-394-0619,2024-07-01 13:20:21,2024-07-01 13:50:21,800-394-0619,Station C,Creative 3,534.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
195,2024-07-01 13:20:21,800-394-0619,2024-07-01 13:20:21,2024-07-01 13:50:21,800-394-0619,Station C,Creative 3,534.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
196,2024-07-01 13:28:50,800-595-7321,2024-07-01 13:27:51,2024-07-01 13:57:51,800-595-7321,Station B,Creative 1,763.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
196,2024-07-01 13:28:50,800-595-7321,2024-07-01 13:27:51,2024-07-01 13:57:51,800-595-7321,Station B,Creative 1,763.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
197,2024-07-01 13:32:14,800-595-7321,2024-07-01 13:27:51,2024-07-01 13:57:51,800-595-7321,Station B,Creative 1,763.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
197,2024-07-01 13:32:14,800-595-7321,2024-07-01 13:27:51,2024-07-01 13:57:51,800-595-7321,Station B,Creative 1,763.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
198,2024-07-01 13:39:05,800-564-9879,2024-07-01 08:17:57,2024-07-01 08:47:57,800-564-9879,Station C,Creative 1,662.0,30 minutes,Attributed (TFN only),
199,2024-07-01 13:43:59,800-916-5983,2024-07-01 08:46:16,2024-07-01 09:16:16,800-916-5983,Station A,Creative 2,878.0,30 minutes,Attributed (TFN only),
200,2024-07-01 13:45:35,800-916-5983,2024-07-01 08:46:16,2024-07-01 09:16:16,800-916-5983,Station A,Creative 2,878.0,30 minutes,Attributed (TFN only),
201,2024-07-01 13:53:39,800-906-3468,2024-07-01 13:53:29,2024-07-01 14:23:29,800-906-3468,Station B,Creative 3,752.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
201,2024-07-01 13:53:39,800-906-3468,2024-07-01 13:53:29,2024-07-01 14:23:29,800-906-3468,Station B,Creative 3,752.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
202,2024-07-01 13:54:06,800-906-3468,2024-07-01 13:53:29,2024-07-01 14:23:29,800-906-3468,Station B,Creative 3,752.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
202,2024-07-01 13:54:06,800-906-3468,2024-07-01 13:53:29,2024-07-01 14:23:29,800-906-3468,Station B,Creative 3,752.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
